City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
284,Sundsvall,62.3913,17.3063,62.56,71,100,5.75,SE,overcast clouds
285,Hualmay,-11.0964,-77.6139,65.26,70,39,10.78,PE,scattered clouds
286,Kemi,65.8596,24.8228,55.17,82,0,11.5,FI,clear sky
287,Siemiatycze,52.4272,22.8623,45.64,95,100,12.28,PL,overcast clouds
288,Ban Nahin,18.2418,104.2122,74.5,96,98,2.59,LA,overcast clouds
289,Polewali,-3.4324,119.3435,76.01,87,94,1.86,ID,overcast clouds
290,San Cristobal,7.7669,-72.225,80.78,44,17,7.65,VE,few clouds
291,Bar Harbor,44.3876,-68.2039,81.64,72,99,2.08,US,overcast clouds
292,San Patricio,28.017,-97.5169,87.89,55,0,5.82,US,clear sky
293,Gunnedah,-30.9833,150.25,42.8,86,95,2.46,AU,overcast clouds
294,Dire,12.2833,-10.9667,75.67,90,99,1.32,ML,overcast clouds
295,Longyearbyen,78.2186,15.6401,37.24,81,75,23.02,SJ,light intensity drizzle rain
296,Pingliang,35.5392,106.6861,60.06,88,6,3.91,CN,clear sky
297,Namalenga,-10.95,39.1,79.02,43,91,12.82,TZ,overcast clouds
298,Vila Velha,-20.3297,-40.2925,75.15,73,100,16.11,BR,overcast clouds
299,San Lazaro,18.0387,-88.6622,80.71,90,100,5.17,BZ,overcast clouds
300,Sept-Iles,50.2001,-66.3821,57.72,100,100,6.91,CA,mist
301,North Bend,43.4065,-124.2243,62.17,100,84,1.48,US,broken clouds
302,Phan Thiet,10.9333,108.1,77.92,88,78,2.86,VN,broken clouds
303,Dhangadhi,28.7079,80.5961,82.31,66,2,3.38,NP,clear sky
304,Luau,-10.7073,22.2247,87.96,22,22,7.11,AO,few clouds
305,Ayan,56.45,138.1667,49.69,66,92,5.01,RU,overcast clouds
306,Port Moresby,-9.4431,147.1797,76.42,94,40,3.44,PG,scattered clouds
307,Inhambane,-23.865,35.3833,72.93,81,0,14.7,MZ,clear sky
308,Qasigiannguit,68.8193,-51.1922,38.66,99,100,0.76,GL,moderate rain
309,Hoima,1.4356,31.3436,69.87,82,43,1.39,UG,light rain
310,Gimli,50.6336,-96.9907,57.22,58,2,10.36,CA,clear sky
311,Bezenchuk,52.982,49.4333,54.3,55,100,4.83,RU,overcast clouds
312,Honningsvag,70.9821,25.9704,42.55,87,100,6.91,NO,light rain
313,Marawi,7.9986,124.2928,69.19,91,100,3.09,PH,overcast clouds
314,Guerrero Negro,27.9769,-114.0611,77.04,77,5,7.0,MX,clear sky
315,Mantua,45.1667,10.7833,82.09,53,0,3.0,IT,clear sky
316,Chapais,49.7834,-74.8492,74.89,51,30,6.93,CA,scattered clouds
317,Litovko,49.2361,135.1742,57.9,91,100,1.54,RU,overcast clouds
318,Raudeberg,61.9875,5.1352,59.95,64,100,12.35,NO,overcast clouds
319,Havre-Saint-Pierre,50.2334,-63.5986,63.59,76,0,5.26,CA,clear sky
320,Chokurdakh,70.6333,147.9167,39.42,84,100,4.72,RU,overcast clouds
321,Homa Bay,-0.5273,34.4571,72.41,69,10,1.32,KE,light rain
322,Lakhnau,26.85,80.9167,84.18,84,40,4.61,IN,mist
323,Tourlaville,49.6383,-1.5664,71.02,73,0,8.05,FR,clear sky
324,Lucapa,-8.4192,20.7447,78.46,51,100,5.21,AO,overcast clouds
325,Faanui,-16.4833,-151.75,78.62,69,5,16.64,PF,clear sky
326,Coldstream,55.6511,-2.2529,68.18,70,100,4.52,GB,overcast clouds
327,Egvekinot,66.3167,-179.1667,36.64,77,94,4.61,RU,overcast clouds
328,Kassala,15.451,36.4,94.78,35,99,6.6,SD,overcast clouds
329,Puerto Madero,14.7208,-92.4215,79.56,81,94,5.37,MX,overcast clouds
330,Potters Bar,51.6935,-0.1784,73.76,68,99,4.0,GB,overcast clouds
331,Gat,31.61,34.7642,83.79,100,0,9.98,IL,clear sky
332,Beira,-19.8436,34.8389,75.18,75,0,11.63,MZ,clear sky
333,Nhamunda,-2.1861,-56.7131,103.57,20,10,4.25,BR,clear sky
334,Hay River,60.8156,-115.7999,49.12,64,4,11.95,CA,clear sky
335,Port Macquarie,-31.4333,152.9167,48.88,83,95,5.23,AU,overcast clouds
336,Tevaitoa,-16.7833,-151.5,78.53,71,3,15.73,PF,clear sky
337,Sartell,45.6216,-94.2069,66.85,60,0,4.0,US,clear sky
338,Makakilo City,21.3469,-158.0858,73.98,88,85,4.74,US,overcast clouds
339,Alma,48.5501,-71.6491,76.1,57,19,3.69,CA,few clouds
340,Xuanhua,40.6103,115.0447,67.33,65,3,3.85,CN,clear sky
341,Hobyo,5.3505,48.5268,77.05,85,43,26.87,SO,scattered clouds
342,Sapa,5.1544,120.3241,80.28,78,100,3.6,PH,overcast clouds
343,Vallenar,-28.5708,-70.7581,62.31,44,8,3.91,CL,clear sky
344,Valdez,1.2492,-78.9831,79.27,75,100,5.95,EC,overcast clouds
345,Miles City,46.4083,-105.8406,68.86,29,0,5.66,US,clear sky
346,Lavrentiya,65.5833,-171.0,41.85,84,100,17.05,RU,overcast clouds
347,Pangkalanbuun,-2.6833,111.6167,74.12,95,100,2.35,ID,overcast clouds
348,Loikaw,19.6742,97.2094,66.04,93,100,2.17,MM,overcast clouds
349,Mitchell,43.7094,-98.0298,70.74,44,0,3.0,US,clear sky
350,Deputatskiy,69.3,139.9,31.15,84,97,5.01,RU,overcast clouds
351,Suba,10.8438,121.0102,83.7,74,93,9.17,PH,overcast clouds
352,Kvitok,56.0724,98.4813,48.43,79,95,3.49,RU,overcast clouds
353,Ixtapa,20.7,-105.2,80.22,100,100,0.0,MX,overcast clouds
354,Bangassou,4.7413,22.8184,75.11,91,38,3.69,CF,light rain
355,Irbeyskoye,55.6428,95.4522,51.67,63,100,3.22,RU,overcast clouds
356,Iskateley,67.6803,53.1512,44.1,83,97,9.33,RU,overcast clouds
357,Erzincan,39.75,39.5,75.02,24,0,4.14,TR,clear sky
358,Mandera,3.9366,41.867,91.54,31,94,14.85,KE,overcast clouds
359,Norman Wells,65.282,-126.8329,49.51,76,100,10.25,CA,overcast clouds
360,Coihaique,-45.5752,-72.0662,51.75,62,100,3.44,CL,overcast clouds
361,Paddhari,22.4333,70.6,77.88,90,91,13.53,IN,overcast clouds
362,Lakatoro,-16.0999,167.4164,76.95,79,2,9.35,VU,clear sky
363,Hyeres,43.1167,6.1167,84.67,50,0,6.91,FR,clear sky
364,Gorin,51.1983,136.6669,53.42,98,100,3.11,RU,overcast clouds
365,Taltal,-25.4,-70.4833,60.12,64,3,8.95,CL,clear sky
366,Maceio,-9.6658,-35.7353,81.84,65,75,11.5,BR,broken clouds
367,Santa Rosa,14.3122,121.1114,83.1,84,83,8.93,PH,broken clouds
368,Sungairaya,0.7,108.9,79.02,82,100,1.3,ID,overcast clouds
369,Havelock,34.8791,-76.9013,88.05,82,99,1.99,US,overcast clouds
370,Touros,-5.1989,-35.4608,82.24,61,74,16.33,BR,broken clouds
371,Khorixas,-20.3667,14.9667,87.03,13,2,20.85,NA,clear sky
372,Hellin,38.5106,-1.701,90.77,23,58,17.07,ES,broken clouds
373,Berdigestyakh,62.0989,126.6992,37.0,84,94,3.76,RU,light rain
374,Paris,48.8534,2.3488,74.95,59,0,9.22,FR,clear sky
375,Lodja,-3.4833,23.4333,75.51,81,80,2.33,CD,light rain
376,Denpasar,-8.65,115.2167,78.46,94,20,10.36,ID,few clouds
377,Kodiak,57.79,-152.4072,51.6,92,100,7.72,US,overcast clouds
378,Piacabucu,-10.4056,-36.4344,79.14,67,75,10.96,BR,broken clouds
379,Pamanukan,-6.2842,107.8106,78.44,85,65,6.4,ID,broken clouds
380,Somerset East,-32.7217,25.588,55.58,65,75,22.08,ZA,broken clouds
381,Cabo San Lucas,22.8909,-109.9124,85.51,74,4,1.99,MX,clear sky
382,Kutum,14.2,24.6667,87.6,24,98,11.95,SD,overcast clouds
383,Ust-Kishert,57.3654,57.2495,43.84,89,100,3.76,RU,overcast clouds
384,Tarakan,3.3,117.6333,76.5,100,75,3.44,ID,mist
385,Aksarka,66.5606,67.7975,44.87,83,100,16.17,RU,overcast clouds
386,Naica,27.85,-105.4833,76.59,52,11,7.63,MX,few clouds
387,Viedma,-40.8135,-62.9967,72.82,13,0,15.43,AR,clear sky
388,Sabha,27.0377,14.4283,94.5,12,0,10.51,LY,clear sky
389,Dickinson,29.4608,-95.0513,90.07,64,0,6.91,US,clear sky
390,Chake Chake,-5.2459,39.7666,73.89,81,6,8.28,TZ,clear sky
391,Reichenau,50.9075,14.9563,65.71,84,100,3.0,PL,overcast clouds
392,Westport,41.1415,-73.3579,77.56,72,75,8.05,US,broken clouds
393,Sibu,2.3,111.8167,74.23,94,100,1.05,MY,overcast clouds
394,Blue Springs,39.0169,-94.2816,69.46,69,0,9.22,US,clear sky
395,Rundu,-17.9333,19.7667,87.17,11,0,2.95,NA,clear sky
396,Berlevag,70.8578,29.0864,44.6,81,100,2.3,NO,light rain
397,Conakry,9.538,-13.6773,78.71,81,98,8.41,GN,overcast clouds
398,San Pedro,14.35,121.0167,82.35,86,81,9.4,PH,broken clouds
399,Tolyatti,53.5303,49.3461,54.82,54,97,4.76,RU,overcast clouds
400,Bereda,43.2686,-7.5406,91.42,33,86,2.77,ES,overcast clouds
401,Pato Branco,-26.2286,-52.6706,69.62,64,86,7.54,BR,overcast clouds
402,Cusuna,15.85,-85.2333,89.42,55,45,7.2,HN,scattered clouds
403,Cap Malheureux,-19.9842,57.6142,72.46,68,2,7.0,MU,clear sky
404,Kavieng,-2.5744,150.7967,81.36,65,53,15.66,PG,broken clouds
405,Santa Vitoria Do Palmar,-33.5189,-53.3681,56.95,50,0,5.35,BR,clear sky
406,Harper,4.375,-7.7169,77.09,78,91,9.73,LR,overcast clouds
407,Westlock,54.1502,-113.8688,61.11,43,0,0.47,CA,clear sky
408,Guye,39.7333,118.4167,64.6,93,0,3.06,CN,clear sky
409,Ajdabiya,30.7554,20.2263,84.43,49,0,14.36,LY,clear sky
410,Benton,36.3334,-94.3335,67.55,76,40,15.01,US,scattered clouds
411,Eureka,40.8021,-124.1637,63.21,89,94,3.83,US,overcast clouds
412,Margate,51.3813,1.3862,72.88,72,37,4.0,GB,scattered clouds
413,Abancay,-13.6339,-72.8814,72.84,37,65,5.82,PE,broken clouds
414,Caravelas,-17.7125,-39.2481,79.97,52,9,8.3,BR,clear sky
415,Kondinskoye,59.6481,67.41,40.59,78,52,4.18,RU,broken clouds
416,Katsuura,35.1333,140.3,76.3,86,97,18.86,JP,overcast clouds
417,Biltine,14.5333,20.9167,94.95,31,5,7.36,TD,clear sky
418,Soyo,-6.1349,12.3689,74.21,81,99,9.93,AO,overcast clouds
419,Venice,27.0998,-82.4543,93.15,74,0,11.5,US,haze
420,Tamandare,-8.7597,-35.1047,79.79,62,100,9.75,BR,overcast clouds
421,Jeremie,18.65,-74.1167,87.55,63,83,5.12,HT,broken clouds
422,Sampit,-2.5333,112.95,73.51,95,98,2.46,ID,light rain
423,Krasnoselkup,65.7,82.4667,38.14,72,93,5.95,RU,overcast clouds
424,Ust-Omchug,61.15,149.6333,35.11,60,1,4.45,RU,clear sky
425,Muravlenko,63.7898,74.523,39.65,76,100,5.7,RU,overcast clouds
426,Prudentopolis,-25.2131,-50.9778,63.14,91,99,0.81,BR,overcast clouds
427,Belyy Yar,53.6039,91.3903,57.09,82,40,0.0,RU,light intensity shower rain
428,Goderich,43.7501,-81.7165,74.91,69,100,12.01,CA,overcast clouds
429,Kibala,9.1104,18.3463,79.27,87,82,2.91,TD,light rain
430,Genhe,50.7833,121.5167,48.27,97,100,6.38,CN,overcast clouds
431,Zaraza,9.3503,-65.3245,90.48,51,0,4.9,VE,clear sky
432,Khash,28.2211,61.2158,79.66,18,0,9.73,IR,clear sky
433,Christchurch,-43.5333,172.6333,49.91,93,100,9.22,NZ,fog
434,Ashqelon,31.6693,34.5715,83.82,60,0,9.13,IL,clear sky
435,Nabire,-3.3667,135.4833,74.21,91,100,3.56,ID,light rain
436,Zhuhai,22.2769,113.5678,87.85,74,20,3.44,CN,few clouds
437,Antofagasta,-23.65,-70.4,61.59,65,34,11.72,CL,scattered clouds
438,Ampanihy,-24.7,44.75,73.0,47,0,9.04,MG,clear sky
439,Avila,40.5833,-5.0,87.66,21,29,13.82,ES,scattered clouds
440,Sumbe,-11.2061,13.8437,73.08,80,14,8.59,AO,few clouds
441,Altay,47.8667,88.1167,65.91,50,100,1.9,CN,overcast clouds
442,Launceston,-41.45,147.1667,43.81,79,19,10.36,AU,few clouds
443,Constitucion,-35.3333,-72.4167,53.55,71,100,8.37,CL,overcast clouds
444,Horsham,51.064,-0.3272,73.26,68,40,8.05,GB,scattered clouds
445,Boa Vista,2.8197,-60.6733,90.81,51,17,7.23,BR,few clouds
446,Ritchie,-29.038,24.6028,79.99,14,62,22.44,ZA,broken clouds
447,Ilongero,-4.6667,34.8667,75.31,37,66,4.34,TZ,broken clouds
448,Synya,65.3718,58.0387,42.64,96,99,6.38,RU,overcast clouds
449,Nanortalik,60.1432,-45.2371,44.58,81,44,8.39,GL,scattered clouds
450,Santa Maria Del Oro,25.9333,-105.3667,74.16,46,4,4.83,MX,clear sky
451,Clarksburg,39.2807,-80.3445,77.11,78,100,6.91,US,overcast clouds
452,Savannah Bight,16.45,-85.85,83.77,76,63,19.6,HN,broken clouds
453,Saint Marys,30.7305,-81.5465,89.08,69,0,5.75,US,clear sky
454,Illapel,-31.6308,-71.1653,56.86,70,89,5.77,CL,overcast clouds
455,Khazar,41.9974,48.3332,70.75,66,82,16.55,RU,broken clouds
456,Kajaani,64.2273,27.7285,50.05,81,0,2.3,FI,clear sky
457,Pevek,69.7008,170.3133,39.97,75,10,6.17,RU,clear sky
458,Baltiysk,54.6538,19.911,60.03,62,90,19.95,RU,overcast clouds
459,Sao Filipe,14.8961,-24.4956,79.99,83,69,9.82,CV,light rain
460,Maragogi,-9.0122,-35.2225,78.67,67,100,10.27,BR,overcast clouds
461,Suzun,53.7841,82.3116,53.51,92,90,11.05,RU,moderate rain
462,Tessalit,20.1986,1.0114,101.59,17,63,2.55,ML,broken clouds
463,Aripuana,-9.1667,-60.6333,103.35,23,7,2.19,BR,clear sky
464,Kot Kapura,30.5833,74.9,83.79,62,34,7.52,IN,scattered clouds
465,Buala,-8.145,159.5921,78.58,81,67,5.79,SB,light rain
466,Port Shepstone,-30.7414,30.455,66.79,70,100,16.8,ZA,overcast clouds
467,Salalah,17.0151,54.0924,80.69,89,75,5.75,OM,broken clouds
468,Auki,-8.7676,160.7034,75.94,89,90,4.14,SB,overcast clouds
469,Finschhafen,-6.6024,147.8681,78.62,80,98,6.71,PG,overcast clouds
470,Camopi,3.1655,-52.3158,95.74,34,51,2.98,GF,broken clouds
471,Dhamtari,20.7072,81.5497,74.66,95,100,3.33,IN,light rain
472,Peruibe,-24.32,-46.9983,65.23,72,100,5.35,BR,overcast clouds
473,Yellapur,14.9667,74.7167,70.07,98,100,7.99,IN,overcast clouds
474,Sorong,-0.8833,131.25,79.23,82,100,3.09,ID,overcast clouds
475,Kailua,21.4022,-157.7394,76.98,85,20,4.61,US,few clouds
476,Nouadhibou,20.931,-17.0347,75.67,78,21,24.25,MR,few clouds
477,Saint-Gaudens,43.0833,0.6667,86.02,26,8,5.97,FR,clear sky
478,Shieli,44.1667,66.75,57.34,49,1,10.02,KZ,clear sky
479,Noumea,-22.2763,166.4572,75.99,99,13,5.03,NC,few clouds
480,Marsaxlokk,35.8419,14.5431,86.61,51,0,17.27,MT,clear sky
481,Wilmington,34.2257,-77.9447,89.51,70,75,5.01,US,broken clouds
482,Yar-Sale,66.8333,70.8333,45.12,83,99,15.05,RU,overcast clouds
483,Tignere,7.3667,12.65,72.91,83,52,2.33,CM,light rain
484,Jinxi,30.4323,116.2922,71.62,66,24,4.7,CN,few clouds
485,Plastun,44.7561,136.2939,56.57,82,100,2.84,RU,overcast clouds
486,Outjo,-20.1167,16.15,89.94,7,5,6.89,NA,clear sky
487,Sloboda,51.1421,40.3021,59.67,34,100,8.16,RU,overcast clouds
488,Bara,10.3744,10.7288,82.81,68,72,5.19,NG,broken clouds
489,Porto Nacional,-10.7081,-48.4172,96.8,13,40,3.96,BR,scattered clouds
490,Tazovskiy,67.4667,78.7,37.89,81,100,9.31,RU,overcast clouds
491,Perth,-31.9333,115.8333,59.79,79,40,4.61,AU,scattered clouds
492,Pizarro,4.9533,-77.366,80.62,78,81,6.24,CO,broken clouds
493,Cockburn Town,21.4612,-71.1419,85.96,66,40,9.22,TC,scattered clouds
494,Montrose,38.4166,-108.2673,60.73,16,67,0.89,US,broken clouds
495,Ushtobe,45.2514,77.9838,60.24,46,100,11.18,KZ,overcast clouds
496,Mukhen,48.1,136.1,58.55,86,100,3.18,RU,overcast clouds
497,Mogadishu,2.0371,45.3438,76.69,87,93,16.35,SO,overcast clouds
498,Omboue,-1.5746,9.2618,77.49,74,56,9.69,GA,broken clouds
499,Pangnirtung,66.1451,-65.7125,42.8,98,100,7.0,CA,light rain
500,Brae,60.3964,-1.353,57.25,79,93,15.7,GB,overcast clouds
501,Lahaina,20.8783,-156.6825,79.81,78,98,1.63,US,overcast clouds
502,Mandalgovi,45.7625,106.2708,60.64,50,23,8.16,MN,few clouds
503,Bhimunipatnam,17.8833,83.4333,80.11,76,99,16.69,IN,overcast clouds
504,Visnes,59.3556,5.2242,63.82,63,20,8.05,NO,few clouds
505,Arrecife,28.963,-13.5477,75.18,78,20,5.75,ES,few clouds
506,Uporovo,56.3109,66.2693,42.84,83,59,4.61,RU,broken clouds
507,Gualaceo,-2.9,-78.7833,57.04,91,100,4.0,EC,overcast clouds
508,Kasongo,-4.45,26.6667,80.4,56,17,4.34,CD,light rain
509,Salina Cruz,16.1667,-95.2,78.78,86,100,4.65,MX,overcast clouds
510,Komsomolskiy,40.4272,71.7189,70.52,35,83,9.22,UZ,broken clouds
511,Shache,38.4167,77.2406,79.9,13,100,3.71,CN,overcast clouds
512,Yuancheng,36.652,107.7896,63.05,66,38,3.38,CN,scattered clouds
513,Mo I Rana,66.3128,14.1428,53.33,82,75,1.01,NO,broken clouds
514,Swellendam,-34.0226,20.4417,54.72,72,99,9.82,ZA,overcast clouds
515,Shenjiamen,29.9576,122.298,76.59,84,100,6.98,CN,overcast clouds
516,Ossora,59.2353,163.0719,49.89,81,100,6.58,RU,overcast clouds
517,Yenisehir,40.2644,29.6531,80.65,54,20,4.61,TR,few clouds
518,Kabompo,-13.5927,24.2008,83.7,9,0,4.43,ZM,clear sky
519,Koumac,-20.5667,164.2833,73.4,86,20,3.53,NC,few clouds
520,Gornopravdinsk,60.05,69.9,38.34,93,30,4.88,RU,scattered clouds
521,Umm Kaddadah,13.6017,26.6876,95.54,27,96,7.99,SD,overcast clouds
522,Havoysund,70.9963,24.6622,44.83,93,100,7.07,NO,light rain
523,Tomohon,1.3346,124.8392,67.14,90,99,1.21,ID,overcast clouds
524,Olavarria,-36.8927,-60.3225,65.01,29,10,9.91,AR,clear sky
525,Hofn,64.2539,-15.2082,53.38,78,87,15.23,IS,overcast clouds
526,Morant Bay,17.8815,-76.4093,93.7,67,70,10.25,JM,broken clouds
527,Kaohsiung,22.6163,120.3133,81.03,84,75,9.22,TW,broken clouds
528,Nome,64.5011,-165.4064,46.47,77,100,17.27,US,light rain
529,Bonthe,7.5264,-12.505,76.24,90,100,11.86,SL,light rain
530,Amapa,1.0,-52.0,94.64,37,63,3.13,BR,broken clouds
531,Northam,51.0333,-4.2167,69.62,79,100,13.73,GB,overcast clouds
532,Coquimbo,-29.9533,-71.3436,58.73,67,75,11.5,CL,broken clouds
533,Praya,14.9215,-23.5087,82.62,75,33,11.5,CV,scattered clouds
534,Vao,-22.6667,167.4833,72.03,83,6,6.04,NC,clear sky
535,Axim,4.8699,-2.2405,79.0,74,88,9.75,GH,overcast clouds
536,Albury,-36.0833,146.9167,48.33,100,97,8.01,AU,light rain
537,Sinnamary,5.3833,-52.95,86.56,60,64,7.74,GF,broken clouds
538,El Cairo,4.7591,-76.2223,71.33,66,100,2.46,CO,overcast clouds
539,Vaasa,63.096,21.6158,57.29,67,0,2.3,FI,clear sky
540,Temerloh,3.4483,102.4176,74.35,97,100,2.1,MY,overcast clouds
541,Fortuna,40.5982,-124.1573,62.94,86,83,2.48,US,broken clouds
542,Talikota,16.4833,76.3167,74.17,84,100,17.92,IN,overcast clouds
543,Iguape,-24.7081,-47.5553,65.52,66,100,8.46,BR,overcast clouds
544,Yola,9.2,12.4833,83.48,73,76,4.85,NG,broken clouds
545,Gbarnga,6.9956,-9.4722,76.66,95,90,4.81,LR,moderate rain
546,Tilichiki,60.4667,166.1,46.0,87,100,3.98,RU,overcast clouds
547,Senno,59.5336,33.9167,50.27,64,51,4.76,RU,broken clouds
548,Lagoa,39.05,-27.9833,71.74,80,100,27.65,PT,overcast clouds
549,Tayginka,55.6244,60.5076,45.46,86,98,4.32,RU,overcast clouds
550,Ambulu,-8.345,113.6058,74.97,92,87,2.82,ID,overcast clouds
551,Hare Bay,48.8499,-54.0148,56.19,93,100,20.94,CA,overcast clouds
552,Champerico,14.3,-91.9167,84.74,79,99,3.91,GT,overcast clouds
553,Hamilton,39.1834,-84.5333,74.03,92,100,5.75,US,mist
554,Callaway,30.153,-85.5699,73.9,98,100,13.8,US,moderate rain
555,Kyra,49.5776,111.9753,49.28,91,43,1.86,RU,scattered clouds
556,Camacha,33.0833,-16.3333,74.62,78,40,13.8,PT,scattered clouds
557,Aklavik,68.2191,-135.0107,39.2,100,100,5.75,CA,light rain
558,Ranau,5.9538,116.6641,69.8,98,100,1.97,MY,light rain
559,Khandyga,62.6667,135.6,32.54,95,44,3.85,RU,scattered clouds
560,Koson,39.0375,65.585,66.52,17,1,15.23,UZ,clear sky
561,Wick,58.4333,-3.0833,62.65,72,100,6.91,GB,overcast clouds
562,Saint Anthony,45.0205,-93.218,69.93,56,0,5.75,US,clear sky
563,San Felipe,10.3399,-68.7425,95.88,36,97,2.86,VE,overcast clouds
564,Grand Gaube,-20.0064,57.6608,72.37,68,4,7.0,MU,clear sky
565,Talnakh,69.4865,88.3972,35.26,98,100,9.71,RU,light snow
566,Barabai,-2.5833,115.3833,73.36,93,80,2.3,ID,broken clouds
567,Rudbar,30.15,62.6,87.33,20,0,15.93,AF,clear sky
568,Esperance,-33.8667,121.9,59.4,61,53,20.71,AU,broken clouds
